Evidence_ID,Evidence_Class,Event_Date,Title_or_Event,Identifier,Source,Status,Hash_or_SHA,URL_or_Path,Related_Entry,Index_Surface
TAO-G009,GIT_COMMIT,2026-07-11,Add trace logs for factor derivation and induction proof,faf3d7709ac2322d4f316e224ad750929c34646d,Taoism-Mathematics-Research-Project-Internal,PROOF-TRACE,faf3d7709ac2322d4f316e224ad750929c34646d,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/faf3d7709ac2322d4f316e224ad750929c34646d,PC-0018,git-history/git-milestones.csv
TAO-G010,GIT_COMMIT,2026-07-11,working through the orthad pairing,9f2ccdf22abccbacd6fbacf6a545118bbbe06826,Taoism-Mathematics-Research-Project-Internal,ORTHAD,9f2ccdf22abccbacd6fbacf6a545118bbbe06826,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/9f2ccdf22abccbacd6fbacf6a545118bbbe06826,PC-0012;PC-0013,git-history/git-milestones.csv
TAO-G011,GIT_COMMIT,2026-07-12,updated canon documents and extracting findings from sprawling repo,39e096442aeee8e0d6776dcde01bc46f681bf34c,Taoism-Mathematics-Research-Project-Internal,CANON/AUDIT,39e096442aeee8e0d6776dcde01bc46f681bf34c,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/39e096442aeee8e0d6776dcde01bc46f681bf34c,PC-0013;PC-0018,git-history/git-milestones.csv
CTX-G001,GIT_COMMIT,2026-07-12,first commit,31f9f8d5ac204d07095fbbf27cbe9d3cfde2216e,cortex-engine,BASELINE,31f9f8d5ac204d07095fbbf27cbe9d3cfde2216e,https://github.com/Neuroca-Inc/cortex-engine/commit/31f9f8d5ac204d07095fbbf27cbe9d3cfde2216e,PC-0014,git-history/git-milestones.csv
CTX-G002,GIT_COMMIT,2026-07-13,CP11,bcc358ebebe9ed4731f9b6b3fd7599681c60853e,cortex-engine,IMPLEMENTATION,bcc358ebebe9ed4731f9b6b3fd7599681c60853e,https://github.com/Neuroca-Inc/cortex-engine/commit/bcc358ebebe9ed4731f9b6b3fd7599681c60853e,PC-0014,git-history/git-milestones.csv
CTX-G003,GIT_COMMIT,2026-07-13,CP20,82e0856447fd39085f986d9c634a1c2a5712259d,cortex-engine,IMPLEMENTATION,82e0856447fd39085f986d9c634a1c2a5712259d,https://github.com/Neuroca-Inc/cortex-engine/commit/82e0856447fd39085f986d9c634a1c2a5712259d,PC-0014,git-history/git-milestones.csv
CTX-G004,GIT_COMMIT,2026-07-13,CP20 Retrospective complete,169dbe7e1b53c2aff6851efc59f862ded14558f2,cortex-engine,BOUNDARY/AUDIT,169dbe7e1b53c2aff6851efc59f862ded14558f2,https://github.com/Neuroca-Inc/cortex-engine/commit/169dbe7e1b53c2aff6851efc59f862ded14558f2,PC-0015,git-history/git-milestones.csv
CTX-G005,GIT_COMMIT,2026-07-18,began implementation of the orthad and lifted object,0234de28c4ee346a34abad4379da0e35ea96531d,cortex-engine,IMPLEMENTATION,0234de28c4ee346a34abad4379da0e35ea96531d,https://github.com/Neuroca-Inc/cortex-engine/commit/0234de28c4ee346a34abad4379da0e35ea96531d,PC-0014;PC-0017,git-history/git-milestones.csv
CTX-G006,GIT_COMMIT,2026-07-20,began emergent physics work,7ea9d91,cortex-engine,APPLICATION,7ea9d91,https://github.com/Neuroca-Inc/cortex-engine/commit/7ea9d91,PC-0014,git-history/git-milestones.csv
CTX-G007,GIT_COMMIT,2026-07-20,running tests and checks for emergent physics in the cortex engine,4a2029139f8cdf91d64c26b63c4a3b3136a6bde6,cortex-engine,VERIFICATION,4a2029139f8cdf91d64c26b63c4a3b3136a6bde6,https://github.com/Neuroca-Inc/cortex-engine/commit/4a2029139f8cdf91d64c26b63c4a3b3136a6bde6,PC-0014,git-history/git-milestones.csv
CTX-G008,GIT_COMMIT,2026-07-21,logged emergent hydrogen,21c4670,cortex-engine,OBSERVATION,21c4670,https://github.com/Neuroca-Inc/cortex-engine/commit/21c4670,PC-0014,git-history/git-milestones.csv
CTX-G009,GIT_COMMIT,2026-08-26,"added emergent dynamics observations and updated lifted object walkthrough, plus added a cortex retained baseline document",1bd9ad1,cortex-engine,CANON/BASELINE,1bd9ad1,https://github.com/Neuroca-Inc/cortex-engine/commit/1bd9ad1,PC-0017,git-history/git-milestones.csv
RT-G001,GIT_COMMIT,2026-06-22,Initial commit,827f8261f94d298c08debd53959952af9d240393,vdm_rt,BASELINE,827f8261f94d298c08debd53959952af9d240393,https://github.com/Neuroca-Inc/vdm_rt/commit/827f8261f94d298c08debd53959952af9d240393,,git-history/git-milestones.csv
RT-G002,GIT_COMMIT,2026-06-22,Add comprehensive roadmap docs for runtime reboot,87c394c486107cca26563865eee9f99ede3bcfae,vdm_rt,ROADMAP,87c394c486107cca26563865eee9f99ede3bcfae,https://github.com/Neuroca-Inc/vdm_rt/commit/87c394c486107cca26563865eee9f99ede3bcfae,,git-history/git-milestones.csv
RT-G003,GIT_COMMIT,2026-06-22,Remove dense/sparse mode flags and update docs,2a6bddf72cdd33490d691331f523738c9e5dd872,vdm_rt,CORRECTION/REJECTION,2a6bddf72cdd33490d691331f523738c9e5dd872,https://github.com/Neuroca-Inc/vdm_rt/commit/2a6bddf72cdd33490d691331f523738c9e5dd872,,git-history/git-milestones.csv
RT-G004,GIT_COMMIT,2026-06-22,Implement reboot cleanup policy / legacy substrate findings,fff151080e2fc0a05726f14bb92713e97256d750,vdm_rt,CORRECTION/REJECTION,fff151080e2fc0a05726f14bb92713e97256d750,https://github.com/Neuroca-Inc/vdm_rt/commit/fff151080e2fc0a05726f14bb92713e97256d750,,git-history/git-milestones.csv
RT-G005,GIT_COMMIT,2026-06-26,added regression test,165c5419eb23ad03df1325c7561e17555941e750,vdm_rt,VERIFICATION,165c5419eb23ad03df1325c7561e17555941e750,https://github.com/Neuroca-Inc/vdm_rt/commit/165c5419eb23ad03df1325c7561e17555941e750,,git-history/git-milestones.csv
RT-G006,GIT_COMMIT,2026-06-27,"continued cleanup, removal of broken UTD/UTE system",0057fdcb670ca7a9611522983a18e5d293237914,vdm_rt,CORRECTION/REJECTION,0057fdcb670ca7a9611522983a18e5d293237914,https://github.com/Neuroca-Inc/vdm_rt/commit/0057fdcb670ca7a9611522983a18e5d293237914,,git-history/git-milestones.csv
RT-G007,GIT_COMMIT,2026-06-27,added experiment testing outcomes,a77092e45bbb0f85ff496a68d15f615880a7c83f,vdm_rt,EXPERIMENT,a77092e45bbb0f85ff496a68d15f615880a7c83f,https://github.com/Neuroca-Inc/vdm_rt/commit/a77092e45bbb0f85ff496a68d15f615880a7c83f,,git-history/git-milestones.csv
RT-G008,GIT_COMMIT,2026-06-27,recreated 02 experiment. Decompressed check passed:,f60ef5cff839c9db32a626663f91f97f5a8dfbf4,vdm_rt,VERIFICATION,f60ef5cff839c9db32a626663f91f97f5a8dfbf4,https://github.com/Neuroca-Inc/vdm_rt/commit/f60ef5cff839c9db32a626663f91f97f5a8dfbf4,,git-history/git-milestones.csv
RT-G009,GIT_COMMIT,2026-06-27,Replaced the separate UTE/UTD log surfaces with a shared compressed sensorimotor boundary log,aa2434069b7bd8f50a6c191de6bf02f473f8e56e,vdm_rt,ARCHITECTURE,aa2434069b7bd8f50a6c191de6bf02f473f8e56e,https://github.com/Neuroca-Inc/vdm_rt/commit/aa2434069b7bd8f50a6c191de6bf02f473f8e56e,,git-history/git-milestones.csv
RT-G010,GIT_COMMIT,2026-06-27,wired the live runtime path to the motor trace boundary without restoring text decoding,c023f5b2aa3c3786f40b1d27da48d0e8db2d71d8,vdm_rt,IMPLEMENTATION,c023f5b2aa3c3786f40b1d27da48d0e8db2d71d8,https://github.com/Neuroca-Inc/vdm_rt/commit/c023f5b2aa3c3786f40b1d27da48d0e8db2d71d8,,git-history/git-milestones.csv
METH-001,METHODOLOGY,,ORCHESTRA,BUILT_AND_FORMALIZED_DURING,Taoism / Active-Study,USER-ATTESTED / DATE-UNRESOLVED,,,,ledgers/methodology-lineage.csv
METH-003,METHODOLOGY,2026-08-04,ORCHESTRA Research Package Template,CONCRETE_FORMALIZATION,ORCHESTRA,SOURCE-ARTIFACT / HASHED,,methodology/ORCHESTRA/source-artifacts/ORCHESTRA_RESEARCH_PACKAGE_TEMPLATE_v2.0_20260804/,,ledgers/methodology-lineage.csv
METH-004,METHODOLOGY,2026-08-04,ORCHESTRA Publication Package Template,RESEARCH_TO_PUBLICATION_CUSTODY,ORCHESTRA,SOURCE-ARTIFACT / HASHED,,methodology/ORCHESTRA/source-artifacts/ORCHESTRA_PUBLICATION_PACKAGE_TEMPLATE_v2.0_20260804/,,ledgers/methodology-lineage.csv
METH-005,METHODOLOGY,2026-08-21,Research and Evidence Standard v1.0.1,GENERALIZES_METHOD,ORCHESTRA / Standards,SOURCE-ARTIFACT / HASHED,,methodology/ORCHESTRA/source-artifacts/RESEARCH_AND_EVIDENCE_STANDARD_v1.0.1_20260821/,,ledgers/methodology-lineage.csv
METH-006,METHODOLOGY,2026-08-26,Ancestor Custody Workflow Upgrade v1.0 / ORCHESTRA v2.1,ADDS_EXACT_ANCESTRY_CUSTODY,ORCHESTRA,SOURCE-ARTIFACT / HASHED,,methodology/ORCHESTRA/source-artifacts/ANCESTOR_CUSTODY_WORKFLOW_UPGRADE_v1.0_20260826/,,ledgers/methodology-lineage.csv
METH-002,METHODOLOGY,,Cairn,FOLLOWS_ORCHESTRA,Post-ORCHESTRA methodology development,USER-ATTESTED / DATE-UNRESOLVED,,,,ledgers/methodology-lineage.csv
LEGACY-001,HISTORICAL_MANUSCRIPT,,Definitions and Mechanisms of the Primitive Bifurcation Law,A-1_Primitive_Bifurcation_Spec.md,Legacy CF,,e768a1138889abe6ecbf9af519a4498c36cb61027371272cfa8546a8ad70ef52,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-002,HISTORICAL_MANUSCRIPT,2026-03-14,CF000: Complete Formalism — Primitive Distinguishability and the Origin of Differentiability in VDM,CF000_Primitive_Distinguishability_and_the_Origin_of_Differentiability.md,Legacy CF,Proved.,3c568c21d7264e3833a86907c346a084a663aa5957c4d6848be439c5e1e0ca5e,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-003,HISTORICAL_MANUSCRIPT,2026-03-08,CF00: Complete Formalism — Primitive Origin of Induced Geometry and Emergent Dynamics in VDM,CF00_Primitive_Origin_of_Induced_Geometry_and_Emergent_Dynamics.md,Legacy CF,Complete Formalism,4dbdf9eb8e52f985720d4c95ed3746bef516a2145a35d17f5dbe170aac241961,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-004,HISTORICAL_MANUSCRIPT,2025-11-05,CF01: Complete Formalism — Quantum Geometric Tensor to Metriplectic Brackets,CF01_QGT_to_Metriplectic_Brackets.md,Legacy CF,Complete Derivation,68eea832b9e748510e3fdbda5a8fecf52a623d68e4f831cebc673847c86bf230,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-005,HISTORICAL_MANUSCRIPT,2025-11-05,CF02: Complete Formalism — Contact Geometry to Metriplectic Evolution,CF02_Contact_to_Metriplectic_Evolution.md,Legacy CF,Complete Derivation,a7f5071514fa3c949a50e214a25bde68a46ec5226470a909f22532097e7e7091,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-006,HISTORICAL_MANUSCRIPT,2025-11-05,CF03: Complete Formalism — A8 Scaling Theorem (Hierarchical Tachyonic Interfaces),CF03_A8_Scaling_Hierarchical_Interfaces.md,Legacy CF,Complete Derivation,7221201ae024a7fef28429bf447effcf108beb984a3226d30ebd7ea7f4c6257b,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-007,HISTORICAL_MANUSCRIPT,2025-11-05,CF04: Complete Formalism — Telegraph-Fisher Causality (Finite-Speed Transport),CF04_Telegraph_Fisher_Causality.md,Legacy CF,Complete Derivation,8a6173435140c2f92f4ac6870200fe57edea85ba96e98f32226be63a91d5de3e,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-008,HISTORICAL_MANUSCRIPT,2025-11-05,CF05: Complete Formalism — Integrability Closure (No Hidden Conserved Quantities),CF05_Integrability_Closure.md,Legacy CF,Complete Derivation,f865720dc3d2d2bfb5d99c39dd018cdd8f771cf5345336918f1d493ed601da71,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-009,HISTORICAL_MANUSCRIPT,2025-11-05,CF06: Information Geometry Foundations — Fisher and Ruppeiner Metrics for VDM M-Limb,CF06_Info_Geom_Fisher_Ruppeiner_Foundations.md,Legacy CF,Complete Derivation,4bcec68906c71a8034cdd9a4143ae3811c35dac1a8122580969e26910a50cd00,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-010,HISTORICAL_MANUSCRIPT,2025-11-05,CF07: Measurement Theory Foundations — Decoherence and Born Rule for VDM,CF07_Measurement_Theory_Decoherence_Born_Rule.md,Legacy CF,Complete Derivation,ff79b4677ae5d614a41706ef2327aba02056e7c3ea0f28e7653212d51dd7c061,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-011,HISTORICAL_MANUSCRIPT,2025-11-20,CF08: Complete Formalism — Spinor Emergence via Domain-Wall Fermions in VDM,CF08_Spinor_Emergence_Domain_Wall_Fermions.md,Legacy CF,ACTIVE — Nielsen-Ninomiya Red Team Defense,588a96efb1b1ddd05060bea97520f80d1c5d4d0ad7eb390e4789db0dfbd7d74f,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-012,HISTORICAL_MANUSCRIPT,2025-11-20,CF09: Complete Formalism — Gauge Field Emergence via Berry Connection in VDM,CF09_Gauge_Emergence_Berry_Connection.md,Legacy CF,ACTIVE — Weinberg-Witten Red Team Defense,0c41fbe681cfffea9ba8fc54ac660640a05642b76fddc4af9a868f3a0a256113,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-013,HISTORICAL_MANUSCRIPT,2025-11-27,"CF10: Complete Formalism — VDM Lattice Hydrodynamics, Continuum Limit, and Regularity Program",CF10_Lattice_Fluids_Continuum_and_Regularity_Program.md,Legacy CF,Program with Partial Derivations (NOT a complete proof of NS regularity),25ee8971ca49a5a5c49eaa03b0a06c0e7c1a809a1aaa8069780a8caa6c60b322,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-014,HISTORICAL_MANUSCRIPT,2026-02-06,CF11: Dark Sector Emergence from Metriplectic Dynamics,CF11_Dark_Sector_Metriplectic_Complete.md,Legacy CF,Corrected rewrite (T1 formalism) — ready for T2 lattice validation + T3 cosmology regression,a19d9e49c708dd2e36b71e53d170199ca113252759afa08452b055182e36c925,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-015,HISTORICAL_MANUSCRIPT,,CF12 — Theorem Skeleton v1,CF12_Gravity_Black-Holes_Thermodynamics.md,Legacy CF,,e4b045e7abc8fac4ca8ce916c7deda6bf88589e29ab2f0eca55d10fe5a814cd9,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-016,HISTORICAL_MANUSCRIPT,"March 18, 2026","CF13: COMPLETE FORMALISM --- $ pi$, TRANSCENDENCE,  
CHIRALITY, AND THE NIELSEN--NINOMIYA THEOREM  
FROM THE PRIMITIVE BIFURCATION INVARIANT",CF13_Pi_Transcendence_Chirality_and_NN_From_Bifurcation.tex,Legacy CF,,026e24f2fe7f131b87dbf70cf9a2f7d7e3adb2537ebd848b627fd35aeea4d0a1,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-017,HISTORICAL_MANUSCRIPT,"March 18, 2026",CF14 — Principle of Least Action as Minimum Saturation Requirement,CF14_Principle_of_Least_Action_as_Minimum_Saturation_DRAFT.md,Legacy CF,"NOTES — pre-scaffold, awaiting formalization",51187fd98394a40e50ef8ef17cbbe0eaaec57c83088c38472774aa944e85c2d8,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-018,HISTORICAL_MANUSCRIPT,,CF15_Noethers_Invariant_as_Articulation_Cost,CF15_Noethers_Invariant_as_Articulation_Cost.pdf,Legacy CF,,0574c00c18803044fe44c699655432b94dd45f37ebe0998b099e752e519f9b31,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-019,HISTORICAL_MANUSCRIPT,2026-03-20,"CF16 Plan — Electroweak Fiber Splitting, Chiral Weak Coupling, and Gauge Mixing in VDM",CF16_Electroweak_Closure_Plan.md,Legacy CF,Revised planning document,c56dbec503d27a3460611491bed60b22b7d9321ba4f0f6c50f190d0b0a9d524f,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-020,HISTORICAL_MANUSCRIPT,2026-03-20,"CF17 Plan — Non-Abelian Saturation, Flux Tubes, and Quantitative Confinement in VDM",CF17_QCD_Confinement_Closure_Plan.md,Legacy CF,Revised planning document,4746699f77106dcec667762283f573426912bec5d748691140a23aea6629e376,,,historical/legacy-cf/legacy-cf-index.csv
LEGACY-021,HISTORICAL_MANUSCRIPT,2026-03-20,"CF18 Plan — Radiative Corrections, Effective Action, and Running Couplings in VDM",CF18_Quantum_Corrections_and_Running_Couplings_Plan.md,Legacy CF,Revised planning document,35fe25c637eb9967b72210731f55fe498333f179c6de2d78a72afc09d3151439,,,historical/legacy-cf/legacy-cf-index.csv
SRC-REACH-001,SOURCE_ARTIFACT,,public reach/release ledger,79cb242cb97582e4dadd89dfc2b7b8d76368960caa25f9ee6c109ebab8bb5d34,20260907_reach.ods,SOURCE,79cb242cb97582e4dadd89dfc2b7b8d76368960caa25f9ee6c109ebab8bb5d34,public/reach/20260907_reach.ods,,source-index/source-artifact-index.csv
SRC-ORCH-001,SOURCE_ARTIFACT,,ORCHESTRA Research Package Template v2.0,d669d2079a63a94f43857b1222fefaa0b022c86519c939a997858aa4947915fe,CANONICAL_STANDARDS(1).zip,METHODOLOGY_SOURCE,d669d2079a63a94f43857b1222fefaa0b022c86519c939a997858aa4947915fe,methodology/ORCHESTRA/documents/,,source-index/source-artifact-index.csv
SRC-ORCH-002,SOURCE_ARTIFACT,,ORCHESTRA Publication Package Template v2.0,880014f789f4232b306f83dad1558f82fa19df9ffcfac7168fdb89a0675aa0e7,CANONICAL_STANDARDS(1).zip,METHODOLOGY_SOURCE,880014f789f4232b306f83dad1558f82fa19df9ffcfac7168fdb89a0675aa0e7,methodology/ORCHESTRA/documents/,,source-index/source-artifact-index.csv
SRC-ORCH-003,SOURCE_ARTIFACT,,Research and Evidence Standard v1.0.1,ead6071e69929376f52061c3bdf17cfb7befaae25c1aa936b4474f09cd81a4f9,CANONICAL_STANDARDS(1).zip,METHODOLOGY_SOURCE,ead6071e69929376f52061c3bdf17cfb7befaae25c1aa936b4474f09cd81a4f9,methodology/ORCHESTRA/documents/RESEARCH_AND_EVIDENCE_STANDARD_v1.0.1_20260821.md,,source-index/source-artifact-index.csv
SRC-ORCH-004,SOURCE_ARTIFACT,,Ancestor Custody Workflow Upgrade v1.0,70dcd1c006c8400579c329e55ead5477334e47a135338fd5bf1a3b1f71c6d2c4,CANONICAL_STANDARDS(1).zip,METHODOLOGY_SOURCE,70dcd1c006c8400579c329e55ead5477334e47a135338fd5bf1a3b1f71c6d2c4,methodology/ORCHESTRA/documents/,,source-index/source-artifact-index.csv
SRC-PC-001,SOURCE_ARTIFACT,,PHASE-CALCULUS-DERIVATION-STANDARDS.md,2757afca2a33df1f5cfe14a6c6b818e8f10b3fcfe458fdd723a8e59e6ef643d0,CANONICAL_STANDARDS(1).zip,REVIEW_BEFORE_CANON,2757afca2a33df1f5cfe14a6c6b818e8f10b3fcfe458fdd723a8e59e6ef643d0,,,source-index/source-artifact-index.csv
SRC-PC-002,SOURCE_ARTIFACT,,Capacity-Coordinated Inverse Seed Law Working Note v0.3,9150bed4a3f3b336b7c9cf6a6ee5457191080b6d959d52817c4210bfdb3e5024,direct upload,WORKING_NOTE,9150bed4a3f3b336b7c9cf6a6ee5457191080b6d959d52817c4210bfdb3e5024,records/phase-calculus/Capacity_Coordinated_Inverse_Seed_Law_Working_Note_v0.3.docx,,source-index/source-artifact-index.csv
SRC-CX-001,SOURCE_ARTIFACT,,Cortex Engine Retained Baseline 2026-07-26,8b1e6b8511321db005f453749df284465a31f3b021ba4ef684cdf37cb082daa8,direct upload,HISTORICAL_BASELINE,8b1e6b8511321db005f453749df284465a31f3b021ba4ef684cdf37cb082daa8,records/cortex/CORTEX_ENGINE_RETAINED_BASELINE_20260726.md,,source-index/source-artifact-index.csv
SRC-VLL-001,SOURCE_ARTIFACT,,VLL Rung1 Mechanism Decision v0.3,f2cef32273202d59218409b24699c9410b2a0e228eaf67accc6d2b0d228a5228,VLL_Rung.zip,RESEARCH_EVIDENCE,f2cef32273202d59218409b24699c9410b2a0e228eaf67accc6d2b0d228a5228,records/vll/VLL_Rung1_Mechanism_Decision_v0.3.md,,source-index/source-artifact-index.csv
SRC-AC-001,SOURCE_ARTIFACT,,project-status.md,41b6744d34e56e0267b38e09d5e0362abd06ed3334641a3bc6128f0b429996c9,Analogistical-Constructivism.zip,HISTORICAL_STATUS,41b6744d34e56e0267b38e09d5e0362abd06ed3334641a3bc6128f0b429996c9,records/analogistical-constructivism/project-status.md,,source-index/source-artifact-index.csv
ARCHIVE-001,SOURCE_ARTIFACT,,private source archive,b33074a89f9dd3de35f06b1f882505bf0f6725eaf4220ede75ca2bd8c32bdfcd,CANONICAL_STANDARDS(1).zip,HASH_ANCHOR,b33074a89f9dd3de35f06b1f882505bf0f6725eaf4220ede75ca2bd8c32bdfcd,,,source-index/source-artifact-index.csv
ARCHIVE-002,SOURCE_ARTIFACT,,private source archive,cac59e792408450e5079c68e1fdd133d5422c64ebb1a18737bc521e7f45d6ad2,VLL_Rung.zip,HASH_ANCHOR,cac59e792408450e5079c68e1fdd133d5422c64ebb1a18737bc521e7f45d6ad2,,,source-index/source-artifact-index.csv
ARCHIVE-003,SOURCE_ARTIFACT,,private source archive,6fff5b82b5de63634809d5511f9bd01552342faf9b2045b7243f9d4b1b1595d4,Analogistical-Constructivism.zip,HASH_ANCHOR,6fff5b82b5de63634809d5511f9bd01552342faf9b2045b7243f9d4b1b1595d4,,,source-index/source-artifact-index.csv
ARCHIVE-004,SOURCE_ARTIFACT,,legacy manuscript archive,7a0b22c9006f76988f30b1a1f89f9ccf464666ca36b7dddc2e133e67d77cf303,Legacy-Markdown-CFs.zip,HASH_ANCHOR,7a0b22c9006f76988f30b1a1f89f9ccf464666ca36b7dddc2e133e67d77cf303,,,source-index/source-artifact-index.csv
